,emissions,prices,timestamps
102,0.20950732600000002,10.29723,2018-04-10 08:30:00
103,0.21605111899999999,13.692720000000001,2018-04-10 08:35:00
104,0.21167590100000003,15.8678,2018-04-10 08:40:00
105,0.210336104,16.976960000000002,2018-04-10 08:45:00
106,0.205592501,16.883589999999998,2018-04-10 08:50:00
107,0.204833142,18.69633,2018-04-10 08:55:00
108,0.209994075,18.52201,2018-04-10 09:00:00
109,0.20560968899999998,18.55278,2018-04-10 09:05:00
110,0.202632927,19.10805,2018-04-10 09:10:00
111,0.2006157,18.722189999999998,2018-04-10 09:15:00
112,0.19686157,18.721989999999998,2018-04-10 09:20:00
113,0.198510873,18.721989999999998,2018-04-10 09:25:00
114,0.19698342100000002,17.700789999999998,2018-04-10 09:30:00
115,0.196017473,15.83485,2018-04-10 09:35:00
116,0.190159679,14.37406,2018-04-10 09:40:00
117,0.186859365,14.198139999999999,2018-04-10 09:45:00
118,0.187055169,14.406770000000002,2018-04-10 09:50:00
119,0.18729884600000002,14.525670000000002,2018-04-10 09:55:00
120,0.185883832,18.6903,2018-04-10 10:00:00
121,0.18627566399999998,18.6903,2018-04-10 10:05:00
122,0.186474449,18.6903,2018-04-10 10:10:00
123,0.187260798,19.02135,2018-04-10 10:15:00
124,0.18511733100000002,19.09759,2018-04-10 10:20:00
125,0.18308872199999998,19.10592,2018-04-10 10:25:00
126,0.182246447,19.26365,2018-04-10 10:30:00
127,0.181383785,19.09358,2018-04-10 10:35:00
128,0.181786312,19.26365,2018-04-10 10:40:00
129,0.180113152,19.214979999999997,2018-04-10 10:45:00
130,0.18124467800000002,18.81168,2018-04-10 10:50:00
131,0.17960020100000001,18.673370000000002,2018-04-10 10:55:00
132,0.178437801,18.721989999999998,2018-04-10 11:00:00
133,0.179102173,18.79105,2018-04-10 11:05:00
134,0.179155103,19.0556,2018-04-10 11:10:00
135,0.177559661,18.736079999999998,2018-04-10 11:15:00
136,0.17974752,18.36971,2018-04-10 11:20:00
137,0.179514742,18.73522,2018-04-10 11:25:00
138,0.17909589399999998,18.7177,2018-04-10 11:30:00
139,0.177945723,19.07735,2018-04-10 11:35:00
140,0.17826186100000002,19.07735,2018-04-10 11:40:00
141,0.18023808600000002,18.82017,2018-04-10 11:45:00
142,0.179644809,19.26076,2018-04-10 11:50:00
143,0.17970113,19.25008,2018-04-10 11:55:00
144,0.18068087,19.39785,2018-04-10 12:00:00
145,0.181580543,19.73027,2018-04-10 12:05:00
146,0.182340273,20.25049,2018-04-10 12:10:00
147,0.182985796,20.16862,2018-04-10 12:15:00
148,0.18389115,20.53378,2018-04-10 12:20:00
149,0.18527718199999998,20.76876,2018-04-10 12:25:00
150,0.185204696,20.7482,2018-04-10 12:30:00
151,0.184263845,20.35341,2018-04-10 12:35:00
152,0.18490410899999998,19.39785,2018-04-10 12:40:00
153,0.18439293399999998,19.56569,2018-04-10 12:45:00
154,0.183616554,19.16486,2018-04-10 12:50:00
155,0.18456861100000002,19.56569,2018-04-10 12:55:00
156,0.18247958399999997,14.16579,2018-04-10 13:00:00
157,0.182319012,16.271539999999998,2018-04-10 13:05:00
158,0.182605491,17.34791,2018-04-10 13:10:00
159,0.18374779300000002,18.17569,2018-04-10 13:15:00
160,0.18345165800000002,17.01984,2018-04-10 13:20:00
161,0.18562808600000003,17.24667,2018-04-10 13:25:00
162,0.186963168,16.18781,2018-04-10 13:30:00
163,0.187520537,17.85642,2018-04-10 13:35:00
164,0.180814785,17.16261,2018-04-10 13:40:00
165,0.180235967,17.7515,2018-04-10 13:45:00
166,0.17979414600000002,17.76989,2018-04-10 13:50:00
167,0.18229811399999998,18.54484,2018-04-10 13:55:00
168,0.18238123,17.80116,2018-04-10 14:00:00
169,0.18352427699999999,18.47467,2018-04-10 14:05:00
170,0.182828503,20.452189999999998,2018-04-10 14:10:00
171,0.18310674,20.63433,2018-04-10 14:15:00
172,0.18302444699999998,15.367220000000001,2018-04-10 14:20:00
173,0.18228003199999998,17.513379999999998,2018-04-10 14:25:00
174,0.181814908,18.270229999999998,2018-04-10 14:30:00
175,0.18024132699999998,18.73575,2018-04-10 14:35:00
176,0.182003797,18.042370000000002,2018-04-10 14:40:00
177,0.184300952,19.58411,2018-04-10 14:45:00
178,0.18510456100000003,20.78405,2018-04-10 14:50:00
179,0.18535786699999998,21.222360000000002,2018-04-10 14:55:00
180,0.18436745699999998,17.98648,2018-04-10 15:00:00
181,0.186498937,17.83652,2018-04-10 15:05:00
182,0.187442551,19.568820000000002,2018-04-10 15:10:00
183,0.185586285,23.69515,2018-04-10 15:15:00
184,0.18835580300000002,23.76685,2018-04-10 15:20:00
185,0.18958326,24.47126,2018-04-10 15:25:00
186,0.189186348,23.91116,2018-04-10 15:30:00
187,0.190581465,24.52664,2018-04-10 15:35:00
188,0.18455405,24.09121,2018-04-10 15:40:00
189,0.18270449100000002,23.76207,2018-04-10 15:45:00
190,0.18501335600000002,23.55705,2018-04-10 15:50:00
191,0.185373375,22.40656,2018-04-10 15:55:00
192,0.186592492,19.5214,2018-04-10 16:00:00
193,0.189396058,17.69118,2018-04-10 16:05:00
194,0.19113187199999998,18.54588,2018-04-10 16:10:00
195,0.19447248399999997,17.643710000000002,2018-04-10 16:15:00
196,0.197405037,17.13241,2018-04-10 16:20:00
197,0.198211987,18.74006,2018-04-10 16:25:00
198,0.200312717,20.7114,2018-04-10 16:30:00
199,0.204648093,19.57868,2018-04-10 16:35:00
200,0.21095700399999998,19.484939999999998,2018-04-10 16:40:00
201,0.215657159,19.6741,2018-04-10 16:45:00
202,0.21628797,22.03181,2018-04-10 16:50:00
203,0.21753056699999998,22.40454,2018-04-10 16:55:00
204,0.22100664,19.02055,2018-04-10 17:00:00
205,0.223399848,19.02055,2018-04-10 17:05:00
206,0.220836644,20.43903,2018-04-10 17:10:00
207,0.22486654,19.77316,2018-04-10 17:15:00
208,0.23062622600000002,22.55474,2018-04-10 17:20:00
209,0.236079106,24.44271,2018-04-10 17:25:00
210,0.243613921,25.445710000000002,2018-04-10 17:30:00
211,0.24702289,29.76094,2018-04-10 17:35:00
212,0.247916595,31.46997,2018-04-10 17:40:00
213,0.253178874,42.80015,2018-04-10 17:45:00
214,0.257241426,150.0,2018-04-10 17:50:00
215,0.262343354,150.0,2018-04-10 17:55:00
216,0.267075217,28.858140000000002,2018-04-10 18:00:00
217,0.27354706,33.03982,2018-04-10 18:05:00
218,0.277599365,48.73775,2018-04-10 18:10:00
219,0.278566506,38.65191,2018-04-10 18:15:00
220,0.28227556,33.71637,2018-04-10 18:20:00
221,0.289295183,22.22344,2018-04-10 18:25:00
222,0.294168273,27.58516,2018-04-10 18:30:00
223,0.296173847,33.87257,2018-04-10 18:35:00
224,0.303393282,38.03464,2018-04-10 18:40:00
225,0.305908338,38.93778,2018-04-10 18:45:00
226,0.310019294,44.6172,2018-04-10 18:50:00
227,0.315095379,44.6172,2018-04-10 18:55:00
228,0.31916066600000004,24.7516,2018-04-10 19:00:00
229,0.32006468,28.917309999999997,2018-04-10 19:05:00
230,0.32116185399999997,24.915020000000002,2018-04-10 19:10:00
231,0.324715899,28.92013,2018-04-10 19:15:00
232,0.32741029899999996,28.92013,2018-04-10 19:20:00
233,0.328983236,30.7442,2018-04-10 19:25:00
234,0.32973669899999997,38.48928,2018-04-10 19:30:00
235,0.330337231,44.64286,2018-04-10 19:35:00
236,0.333277243,44.80383,2018-04-10 19:40:00
237,0.33499832399999996,38.450759999999995,2018-04-10 19:45:00
238,0.334678226,39.016059999999996,2018-04-10 19:50:00
239,0.334277337,48.83652,2018-04-10 19:55:00
240,0.33392296899999996,53.659969999999994,2018-04-10 20:00:00
241,0.335198901,47.006890000000006,2018-04-10 20:05:00
242,0.336564911,43.63002,2018-04-10 20:10:00
243,0.33671277,41.94507,2018-04-10 20:15:00
244,0.33483433,48.3335,2018-04-10 20:20:00
245,0.332411933,47.50549,2018-04-10 20:25:00
246,0.33061183,47.43761,2018-04-10 20:30:00
247,0.329088061,34.97126,2018-04-10 20:35:00
248,0.326453906,34.21999,2018-04-10 20:40:00
249,0.325999794,24.7693,2018-04-10 20:45:00
250,0.325352258,23.1196,2018-04-10 20:50:00
251,0.323157858,23.27308,2018-04-10 20:55:00
252,0.321854673,24.4906,2018-04-10 21:00:00
253,0.32030922100000003,22.54693,2018-04-10 21:05:00
254,0.31788452100000003,21.86344,2018-04-10 21:10:00
255,0.31602437,21.88906,2018-04-10 21:15:00
256,0.315181049,20.356720000000003,2018-04-10 21:20:00
257,0.315083679,19.69015,2018-04-10 21:25:00
258,0.311324833,20.745639999999998,2018-04-10 21:30:00
259,0.31051088,22.98861,2018-04-10 21:35:00
260,0.305940413,21.09708,2018-04-10 21:40:00
261,0.303694473,21.16601,2018-04-10 21:45:00
262,0.304657777,20.22973,2018-04-10 21:50:00
263,0.303895332,20.05509,2018-04-10 21:55:00
264,0.302694196,24.21051,2018-04-10 22:00:00
265,0.302779666,28.311320000000002,2018-04-10 22:05:00
266,0.299574856,27.5413,2018-04-10 22:10:00
267,0.29342211,28.0001,2018-04-10 22:15:00
268,0.290801531,31.70342,2018-04-10 22:20:00
269,0.290539752,31.70342,2018-04-10 22:25:00
270,0.291678078,29.26923,2018-04-10 22:30:00
271,0.292495265,21.867810000000002,2018-04-10 22:35:00
272,0.28923419300000003,19.46474,2018-04-10 22:40:00
273,0.288964414,16.82,2018-04-10 22:45:00
274,0.289041096,16.31,2018-04-10 22:50:00
275,0.285511191,17.40547,2018-04-10 22:55:00
276,0.281655444,20.99383,2018-04-10 23:00:00
277,0.277064144,20.977629999999998,2018-04-10 23:05:00
278,0.274224403,23.87163,2018-04-10 23:10:00
279,0.27096097399999997,21.86415,2018-04-10 23:15:00
280,0.268608141,19.45491,2018-04-10 23:20:00
281,0.266779805,19.07849,2018-04-10 23:25:00
282,0.266115915,16.887179999999997,2018-04-10 23:30:00
283,0.265484817,15.605220000000001,2018-04-10 23:35:00
284,0.264528449,16.12333,2018-04-10 23:40:00
285,0.263831274,15.752089999999999,2018-04-10 23:45:00
286,0.263975702,15.752089999999999,2018-04-10 23:50:00
287,0.263377038,17.14884,2018-04-10 23:55:00
288,0.272022487,21.01151,2018-04-11 00:00:00
289,0.27064722,29.28517,2018-04-11 00:05:00
290,0.268288272,37.824659999999994,2018-04-11 00:10:00
291,0.274994363,95.41074,2018-04-11 00:15:00
292,0.27094909,34.02259,2018-04-11 00:20:00
293,0.26402835199999997,26.57586,2018-04-11 00:25:00
294,0.259924343,22.03037,2018-04-11 00:30:00
295,0.258386964,21.79729,2018-04-11 00:35:00
296,0.25473789,21.38717,2018-04-11 00:40:00
297,0.258119967,29.9283,2018-04-11 00:45:00
298,0.258752735,21.3443,2018-04-11 00:50:00
299,0.257428454,19.473879999999998,2018-04-11 00:55:00
300,0.259867064,21.52569,2018-04-11 01:00:00
301,0.26072698699999997,21.52569,2018-04-11 01:05:00
302,0.261509277,22.6351,2018-04-11 01:10:00
303,0.263258192,30.87268,2018-04-11 01:15:00
304,0.262974168,30.05524,2018-04-11 01:20:00
305,0.26288491199999997,29.73222,2018-04-11 01:25:00
306,0.26150245699999997,150.0,2018-04-11 01:30:00
307,0.262055689,43.41225,2018-04-11 01:35:00
308,0.262210918,29.18265,2018-04-11 01:40:00
309,0.261617737,19.50868,2018-04-11 01:45:00
310,0.260892214,21.44973,2018-04-11 01:50:00
311,0.261357715,21.48059,2018-04-11 01:55:00
312,0.261373858,21.555870000000002,2018-04-11 02:00:00
313,0.261350738,21.11874,2018-04-11 02:05:00
314,0.25937145,21.555870000000002,2018-04-11 02:10:00
315,0.254988388,21.95563,2018-04-11 02:15:00
316,0.255141878,21.53646,2018-04-11 02:20:00
317,0.25502046300000003,22.615560000000002,2018-04-11 02:25:00
318,0.254645954,22.10161,2018-04-11 02:30:00
319,0.253110643,21.73484,2018-04-11 02:35:00
320,0.253116012,21.39734,2018-04-11 02:40:00
321,0.253680362,21.42075,2018-04-11 02:45:00
322,0.253826899,21.75848,2018-04-11 02:50:00
323,0.25430764,21.42075,2018-04-11 02:55:00
324,0.25373998600000003,24.39977,2018-04-11 03:00:00
325,0.25316273,23.19268,2018-04-11 03:05:00
326,0.25414524,23.31007,2018-04-11 03:10:00
327,0.25478440199999997,22.75778,2018-04-11 03:15:00
328,0.256554038,22.75778,2018-04-11 03:20:00
329,0.256995017,22.90014,2018-04-11 03:25:00
330,0.258455035,19.73066,2018-04-11 03:30:00
331,0.259010856,17.73958,2018-04-11 03:35:00
332,0.25995655300000003,16.734939999999998,2018-04-11 03:40:00
333,0.259814074,17.42181,2018-04-11 03:45:00
334,0.259707101,18.381529999999998,2018-04-11 03:50:00
335,0.261211303,21.47031,2018-04-11 03:55:00
336,0.261573294,17.40944,2018-04-11 04:00:00
337,0.260543177,17.42534,2018-04-11 04:05:00
338,0.262674347,18.42694,2018-04-11 04:10:00
339,0.26463766699999997,19.03311,2018-04-11 04:15:00
340,0.269638255,19.40717,2018-04-11 04:20:00
341,0.259168469,19.23356,2018-04-11 04:25:00
342,0.25880315600000003,21.009870000000003,2018-04-11 04:30:00
343,0.261403002,19.918229999999998,2018-04-11 04:35:00
344,0.254800233,19.68369,2018-04-11 04:40:00
345,0.25351908300000003,19.14645,2018-04-11 04:45:00
346,0.254311591,17.83098,2018-04-11 04:50:00
347,0.25619715600000004,20.12915,2018-04-11 04:55:00
348,0.257879929,16.6058,2018-04-11 05:00:00
349,0.257644394,16.481270000000002,2018-04-11 05:05:00
350,0.259869808,16.01735,2018-04-11 05:10:00
351,0.261193335,18.57538,2018-04-11 05:15:00
352,0.26217851,18.782429999999998,2018-04-11 05:20:00
353,0.261284522,19.59881,2018-04-11 05:25:00
354,0.260638054,19.99129,2018-04-11 05:30:00
355,0.260027285,20.13799,2018-04-11 05:35:00
356,0.261195716,20.319860000000002,2018-04-11 05:40:00
357,0.259532374,21.62732,2018-04-11 05:45:00
358,0.256712304,20.71,2018-04-11 05:50:00
359,0.257981668,21.62732,2018-04-11 05:55:00
360,0.25578739300000003,20.94741,2018-04-11 06:00:00
361,0.255102041,19.24074,2018-04-11 06:05:00
362,0.25877791,21.36337,2018-04-11 06:10:00
363,0.262221097,21.13307,2018-04-11 06:15:00
364,0.264966229,26.8629,2018-04-11 06:20:00
365,0.265304413,25.3606,2018-04-11 06:25:00
366,0.26483846699999997,31.36495,2018-04-11 06:30:00
367,0.264175952,32.52721,2018-04-11 06:35:00
368,0.26442942,29.169040000000003,2018-04-11 06:40:00
369,0.262035169,30.03012,2018-04-11 06:45:00
370,0.260642455,29.061290000000003,2018-04-11 06:50:00
371,0.261658137,30.586340000000003,2018-04-11 06:55:00
372,0.262729873,29.897109999999998,2018-04-11 07:00:00
373,0.259748172,27.789720000000003,2018-04-11 07:05:00
374,0.258120346,23.280920000000002,2018-04-11 07:10:00
375,0.25648137,19.98978,2018-04-11 07:15:00
376,0.251684042,19.00843,2018-04-11 07:20:00
377,0.249006463,19.98978,2018-04-11 07:25:00
378,0.24378588899999998,17.54288,2018-04-11 07:30:00
379,0.23615955100000002,17.23547,2018-04-11 07:35:00
380,0.23634159600000001,15.41045,2018-04-11 07:40:00
381,0.236523642,9.593689999999999,2018-04-11 07:45:00
382,0.236705687,9.25559,2018-04-11 07:50:00
383,0.236887732,12.59858,2018-04-11 07:55:00
384,0.237069778,15.842189999999999,2018-04-11 08:00:00
385,0.237251823,18.23402,2018-04-11 08:05:00
386,0.237433869,21.90011,2018-04-11 08:10:00
387,0.23761591399999998,16.468420000000002,2018-04-11 08:15:00
388,0.23779795899999998,15.43263,2018-04-11 08:20:00
389,0.237980005,13.44701,2018-04-11 08:25:00
390,0.23816205,0.01,2018-04-11 08:30:00
391,0.238344095,11.2899,2018-04-11 08:35:00
392,0.23852614100000002,0.01,2018-04-11 08:40:00
393,0.23870818600000002,0.00995,2018-04-11 08:45:00
394,0.238890231,0.009940000000000001,2018-04-11 08:50:00
395,0.239072277,0.009940000000000001,2018-04-11 08:55:00
396,0.239254322,9.84313,2018-04-11 09:00:00
397,0.239436368,13.908220000000002,2018-04-11 09:05:00
398,0.239618413,15.60869,2018-04-11 09:10:00
399,0.239800458,15.296610000000001,2018-04-11 09:15:00
400,0.23998250399999999,15.296610000000001,2018-04-11 09:20:00
401,0.24016454899999998,15.6645,2018-04-11 09:25:00
402,0.240346594,19.11894,2018-04-11 09:30:00
403,0.24052864,22.923289999999998,2018-04-11 09:35:00
404,0.240710685,23.95525,2018-04-11 09:40:00
405,0.24089273,26.16464,2018-04-11 09:45:00
406,0.24107477600000002,24.524929999999998,2018-04-11 09:50:00
407,0.241256821,24.524829999999998,2018-04-11 09:55:00
408,0.241438866,39.28757,2018-04-11 10:00:00
409,0.241620912,38.75693,2018-04-11 10:05:00
410,0.24180295699999999,38.75693,2018-04-11 10:10:00
411,0.241985003,24.1893,2018-04-11 10:15:00
412,0.242167048,23.96505,2018-04-11 10:20:00
413,0.24234909300000002,23.96505,2018-04-11 10:25:00
414,0.24253113899999998,39.35705,2018-04-11 10:30:00
415,0.242713184,38.793459999999996,2018-04-11 10:35:00
416,0.242895229,35.018229999999996,2018-04-11 10:40:00
417,0.243077275,24.01625,2018-04-11 10:45:00
418,0.24325932,19.648320000000002,2018-04-11 10:50:00
419,0.243441365,20.27305,2018-04-11 10:55:00
420,0.243623411,20.37305,2018-04-11 11:00:00
421,0.243805456,19.73237,2018-04-11 11:05:00
422,0.243987502,18.09926,2018-04-11 11:10:00
423,0.244169547,18.1165,2018-04-11 11:15:00
424,0.244351592,17.798939999999998,2018-04-11 11:20:00
425,0.244533638,18.1165,2018-04-11 11:25:00
426,0.24471568300000002,17.011789999999998,2018-04-11 11:30:00
427,0.244897728,17.76098,2018-04-11 11:35:00
428,0.24507977399999997,19.43804,2018-04-11 11:40:00
429,0.245261819,20.30989,2018-04-11 11:45:00
430,0.24544386399999998,19.31906,2018-04-11 11:50:00
431,0.24562591,18.177960000000002,2018-04-11 11:55:00
432,0.245807955,17.80459,2018-04-11 12:00:00
433,0.245990001,19.53514,2018-04-11 12:05:00
434,0.246172046,19.76118,2018-04-11 12:10:00
435,0.24635409100000003,19.65681,2018-04-11 12:15:00
436,0.246536137,15.2902,2018-04-11 12:20:00
437,0.24671818199999998,13.08479,2018-04-11 12:25:00
438,0.246900227,0.0,2018-04-11 12:30:00
439,0.24708227300000002,0.0,2018-04-11 12:35:00
440,0.247264318,0.0,2018-04-11 12:40:00
441,0.247446363,0.01063,2018-04-11 12:45:00
442,0.247628409,0.01063,2018-04-11 12:50:00
443,0.24781045399999999,0.01065,2018-04-11 12:55:00
444,0.24799249899999998,0.01162,2018-04-11 13:00:00
445,0.248174545,0.11871,2018-04-11 13:05:00
446,0.24835659,11.6659,2018-04-11 13:10:00
447,0.248538636,13.949000000000002,2018-04-11 13:15:00
448,0.24872068100000003,16.099,2018-04-11 13:20:00
449,0.24890272600000002,16.099,2018-04-11 13:25:00
450,0.24908477199999998,16.136429999999997,2018-04-11 13:30:00
451,0.249266817,17.34389,2018-04-11 13:35:00
452,0.249448862,17.40868,2018-04-11 13:40:00
453,0.249630908,16.73901,2018-04-11 13:45:00
454,0.249812953,15.7423,2018-04-11 13:50:00
455,0.249994998,14.66925,2018-04-11 13:55:00
456,0.25017704399999996,0.01185,2018-04-11 14:00:00
457,0.250359089,11.69645,2018-04-11 14:05:00
458,0.250541135,15.159460000000001,2018-04-11 14:10:00
459,0.25072318,15.672089999999999,2018-04-11 14:15:00
460,0.250905225,15.9235,2018-04-11 14:20:00
461,0.251087271,15.5521,2018-04-11 14:25:00
462,0.251269316,16.09824,2018-04-11 14:30:00
463,0.25145136100000004,16.240470000000002,2018-04-11 14:35:00
464,0.251633407,16.09824,2018-04-11 14:40:00
465,0.251815452,19.095660000000002,2018-04-11 14:45:00
466,0.251997497,13.36074,2018-04-11 14:50:00
467,0.252179543,14.69905,2018-04-11 14:55:00
468,0.252361588,15.629879999999998,2018-04-11 15:00:00
469,0.25254363399999996,15.9943,2018-04-11 15:05:00
470,0.252725679,15.65109,2018-04-11 15:10:00
471,0.252907724,13.576820000000001,2018-04-11 15:15:00
472,0.25308977,13.03023,2018-04-11 15:20:00
473,0.253271815,13.88502,2018-04-11 15:25:00
474,0.25345386,13.84893,2018-04-11 15:30:00
475,0.253635906,15.98441,2018-04-11 15:35:00
476,0.25381795100000004,25.30165,2018-04-11 15:40:00
477,0.253999996,23.63823,2018-04-11 15:45:00
478,0.254182042,57.70025,2018-04-11 15:50:00
479,0.254364087,37.823879999999996,2018-04-11 15:55:00
480,0.254546133,47.0576,2018-04-11 16:00:00
481,0.254728178,29.91168,2018-04-11 16:05:00
482,0.254910223,30.74052,2018-04-11 16:10:00
483,0.255092269,29.756,2018-04-11 16:15:00
484,0.255274314,30.71882,2018-04-11 16:20:00
485,0.25545635899999997,29.979340000000004,2018-04-11 16:25:00
486,0.255638405,27.635509999999996,2018-04-11 16:30:00
487,0.25582045,27.635509999999996,2018-04-11 16:35:00
488,0.256002495,24.05196,2018-04-11 16:40:00
489,0.256184541,23.94678,2018-04-11 16:45:00
490,0.256366586,23.1591,2018-04-11 16:50:00
491,0.256548631,23.47888,2018-04-11 16:55:00
492,0.256730677,20.629089999999998,2018-04-11 17:00:00
493,0.256912722,19.667920000000002,2018-04-11 17:05:00
494,0.25709476800000003,23.093870000000003,2018-04-11 17:10:00
495,0.257276813,21.08285,2018-04-11 17:15:00
496,0.257458858,28.198909999999998,2018-04-11 17:20:00
497,0.257640904,30.174559999999996,2018-04-11 17:25:00
498,0.25782294899999997,150.0,2018-04-11 17:30:00
499,0.258004994,150.0,2018-04-11 17:35:00
500,0.25818704,150.0,2018-04-11 17:40:00
501,0.258369085,150.0,2018-04-11 17:45:00
502,0.25855113,150.0,2018-04-11 17:50:00
503,0.258733176,150.0,2018-04-11 17:55:00
504,0.25891522100000003,150.0,2018-04-11 18:00:00
505,0.259097267,55.53932,2018-04-11 18:05:00
506,0.259279312,25.28144,2018-04-11 18:10:00
507,0.259461357,24.36094,2018-04-11 18:15:00
508,0.259643403,22.73678,2018-04-11 18:20:00
509,0.259825448,24.36104,2018-04-11 18:25:00
510,0.26000749300000003,25.4158,2018-04-11 18:30:00
