timestamps,emissions,prices
4/10/2018 0:00,0.324008916,29.17046
4/10/2018 0:05,0.323673838,31.260863
4/10/2018 0:10,0.323102487,35.1927521
4/10/2018 0:15,0.32256982,32.57218847
4/10/2018 0:20,0.321895977,31.55176293
4/10/2018 0:25,0.321435574,30.00553805
4/10/2018 0:30,0.320929072,29.41572964
4/10/2018 0:35,0.320300355,28.78935974
4/10/2018 0:40,0.318798005,28.91932282
4/10/2018 0:45,0.319956367,28.33594197
4/10/2018 0:50,0.321337042,26.98761538
4/10/2018 0:55,0.322184554,28.11322277
4/10/2018 1:00,0.322719609,28.84690194
4/10/2018 1:05,0.322767296,28.94577236
4/10/2018 1:10,0.322544242,27.37337265
4/10/2018 1:15,0.322396765,26.09799985
4/10/2018 1:20,0.321792217,25.0223469
4/10/2018 1:25,0.321111549,24.10806483
4/10/2018 1:30,0.320275349,23.62728338
4/10/2018 1:35,0.31927356,23.09279637
4/10/2018 1:40,0.318657185,22.71871546
4/10/2018 1:45,0.317944868,22.45885682
4/10/2018 1:50,0.317734897,22.19881177
4/10/2018 1:55,0.317684794,22.28378924
4/10/2018 2:00,0.317759365,21.90487147
4/10/2018 2:05,0.317342049,22.11425303
4/10/2018 2:10,0.3168393,22.08159112
4/10/2018 2:15,0.316175021,23.84610078
4/10/2018 2:20,0.31550538,25.08125755
4/10/2018 2:25,0.315006459,25.89217328
4/10/2018 2:30,0.314870312,26.3337693
4/10/2018 2:35,0.314025116,26.78284851
4/10/2018 2:40,0.314914079,27.50698896
4/10/2018 2:45,0.316256313,26.08278127
4/10/2018 2:50,0.317376553,25.16520389
4/10/2018 2:55,0.317694394,24.54529172
4/10/2018 3:00,0.318109051,22.64624921
4/10/2018 3:05,0.318263654,22.24385944
4/10/2018 3:10,0.318285541,21.36260361
4/10/2018 3:15,0.31902113,20.45430753
4/10/2018 3:20,0.319696575,20.27488127
4/10/2018 3:25,0.320357409,20.59026489
4/10/2018 3:30,0.320854723,21.00888642
4/10/2018 3:35,0.32125936,21.2593575
4/10/2018 3:40,0.321500538,21.69128925
4/10/2018 3:45,0.320689799,22.23973747
4/10/2018 3:50,0.319941341,22.72168523
4/10/2018 3:55,0.319233014,23.05904866
4/10/2018 4:00,0.318736885,22.20544706
4/10/2018 4:05,0.318566447,22.24466994
4/10/2018 4:10,0.318222116,21.85689596
4/10/2018 4:15,0.318147713,21.43152717
4/10/2018 4:20,0.318764354,21.23924002
4/10/2018 4:25,0.316654908,21.44359401
4/10/2018 4:30,0.314878611,21.14402181
4/10/2018 4:35,0.31424392,20.95768227
4/10/2018 4:40,0.311443612,20.85536059
4/10/2018 4:45,0.308845728,20.82473041
4/10/2018 4:50,0.306964229,20.76906829
4/10/2018 4:55,0.305726787,20.9481448
4/10/2018 5:00,0.304841079,20.54429836
4/10/2018 5:05,0.304321732,20.20258085
4/10/2018 5:10,0.304747945,20.1352606
4/10/2018 5:15,0.305597532,21.47710042
4/10/2018 5:20,0.306536572,21.86450229
4/10/2018 5:25,0.307119398,23.4021636
4/10/2018 5:30,0.307373972,23.77493652
4/10/2018 5:35,0.30715938,25.54194957
4/10/2018 5:40,0.307751066,27.6035827
4/10/2018 5:45,0.308669543,26.74730989
4/10/2018 5:50,0.3096554,25.98906892
4/10/2018 5:55,0.310542515,26.39326824
4/10/2018 6:00,0.311809552,25.87433777
4/10/2018 6:05,0.312202346,25.49372244
4/10/2018 6:10,0.313150632,26.08671371
4/10/2018 6:15,0.314065014,27.0491486
4/10/2018 6:20,0.314775244,28.15074902
4/10/2018 6:25,0.3152461,28.49397331
4/10/2018 6:30,0.315677354,28.76825932
4/10/2018 6:35,0.315461538,28.96025952
4/10/2018 6:40,0.315519312,29.09465967
4/10/2018 6:45,0.315642246,29.21333377
4/10/2018 6:50,0.315021748,29.29640564
4/10/2018 6:55,0.314228288,28.91418895
4/10/2018 7:00,0.313016169,31.00400426
4/10/2018 7:05,0.311340543,30.97445298
4/10/2018 7:10,0.309755176,28.98297109
4/10/2018 7:15,0.307092365,27.32801176
4/10/2018 7:20,0.303791608,25.50676223
4/10/2018 7:25,0.299373739,24.22047556
4/10/2018 7:30,0.294441525,23.82458489
4/10/2018 7:35,0.289661887,23.30355243
4/10/2018 7:40,0.285312669,22.5302987
4/10/2018 7:45,0.280347696,21.54149009
4/10/2018 7:50,0.27500333,20.55352706
4/10/2018 7:55,0.269902723,19.64922894
4/10/2018 8:00,0.264464127,19.76559026
4/10/2018 8:05,0.257664708,19.58228418
4/10/2018 8:10,0.251297197,17.80411693
4/10/2018 8:15,0.245271417,16.50338085
4/10/2018 8:20,0.238772726,16.50117559
4/10/2018 8:25,0.232106239,16.49963192
4/10/2018 8:30,0.225326565,14.63891134
4/10/2018 8:35,0.222543931,14.35505394
4/10/2018 8:40,0.219283522,14.80887776
4/10/2018 8:45,0.216599297,15.45930243
4/10/2018 8:50,0.213297258,15.8865887
4/10/2018 8:55,0.210758023,16.72951109
4/10/2018 9:00,0.210528839,17.26726076
4/10/2018 9:05,0.209053094,17.65291653
4/10/2018 9:10,0.207127044,18.08945657
4/10/2018 9:15,0.205173641,18.2792766
4/10/2018 9:20,0.202680019,18.41209062
4/10/2018 9:25,0.201429276,18.50506043
4/10/2018 9:30,0.200095519,18.2637793
4/10/2018 9:35,0.198872105,17.53510051
4/10/2018 9:40,0.196258377,16.58678836
4/10/2018 9:45,0.193438674,15.87019385
4/10/2018 9:50,0.191523622,15.4311667
4/10/2018 9:55,0.190256189,15.15951769
4/10/2018 10:00,0.188944482,16.21875238
4/10/2018 10:05,0.188143837,16.96021667
4/10/2018 10:10,0.18764302,17.47924167
4/10/2018 10:15,0.187528354,17.94187417
4/10/2018 10:20,0.186805047,18.28858892
4/10/2018 10:25,0.185690149,18.53378824
4/10/2018 10:30,0.184657039,18.75274677
4/10/2018 10:35,0.183675063,18.85499674
4/10/2018 10:40,0.183108437,18.97759272
4/10/2018 10:45,0.182209852,19.0488089
4/10/2018 10:50,0.1819203,18.97767023
4/10/2018 10:55,0.18122427,18.88638016
4/10/2018 11:00,0.180388329,18.83706311
4/10/2018 11:05,0.180002482,18.82325918
4/10/2018 11:10,0.179748269,18.89296143
4/10/2018 11:15,0.179091686,18.845897
4/10/2018 11:20,0.179288436,18.7030409
4/10/2018 11:25,0.179356328,18.71269463
4/10/2018 11:30,0.179278198,18.71419624
4/10/2018 11:35,0.178878455,18.82314237
4/10/2018 11:40,0.178693477,18.89940466
4/10/2018 11:45,0.17915686,18.87563426
4/10/2018 11:50,0.179303245,18.99117198
4/10/2018 11:55,0.17942261,19.06884439
4/10/2018 12:00,0.179800088,19.16754607
4/10/2018 12:05,0.180334225,19.33636325
4/10/2018 12:10,0.180936039,19.61060127
4/10/2018 12:15,0.181550966,19.77800689
4/10/2018 12:20,0.182253021,20.00473882
4/10/2018 12:25,0.18316027,20.23394518
4/10/2018 12:30,0.183773597,20.38822162
4/10/2018 12:35,0.183920672,20.37777814
4/10/2018 12:40,0.184215703,20.0837997
4/10/2018 12:45,0.184268872,19.92836679
4/10/2018 12:50,0.184073177,19.69931475
4/10/2018 12:55,0.184221807,19.65922733
4/10/2018 13:00,0.18369914,18.01119613
4/10/2018 13:05,0.183285102,17.48929929
4/10/2018 13:10,0.183081218,17.4468825
4/10/2018 13:15,0.183281191,17.66552475
4/10/2018 13:20,0.183332331,17.47181933
4/10/2018 13:25,0.184021057,17.40427453
4/10/2018 13:30,0.184903691,17.03933517
4/10/2018 13:35,0.185688745,17.28446062
4/10/2018 13:40,0.184226557,17.24790543
4/10/2018 13:45,0.18302938,17.3989838
4/10/2018 13:50,0.18205881,17.51025566
4/10/2018 13:55,0.182130601,17.82063096
4/10/2018 14:00,0.18220579,17.81478967
4/10/2018 14:05,0.182601336,18.01275377
4/10/2018 14:10,0.182669486,18.74458464
4/10/2018 14:15,0.182800662,19.31150825
4/10/2018 14:20,0.182867798,18.12822177
4/10/2018 14:25,0.182691468,17.94376924
4/10/2018 14:30,0.1824285,18.04170747
4/10/2018 14:35,0.181772348,18.24992023
4/10/2018 14:40,0.181841783,18.18765516
